-0.0010513,3.1937e-05,8.6151e-07,1,-0.00025718,-1.0532e-05,0.00010945,1,1.1182e-07,6.0353e-05,0.00012084,1,1.4501,0.00026292,-0.00010935,0.49925,0.50084,0.49945,0.50057
-0.0015946,0.00089877,0.00037201,1,-0.001097,0.00068062,0.00074435,0.99999,-0.00070347,0.0011008,0.00084776,1,1.45,0.0028551,-0.0044351,0.49863,0.50404,0.49797,0.49944
-0.0017508,0.0012295,0.00095028,1,-0.0012252,0.0008105,0.0013063,1,-0.00073932,0.0018556,0.0014776,1,1.4501,0.0058703,-0.0060667,0.49819,0.5057,0.49809,0.49811
-0.0019903,0.001286,0.001028,1,-0.0015823,0.00072455,0.0016887,1,-0.00079935,0.0018661,0.0018352,1,1.45,0.0069647,-0.0060921,0.49742,0.5064,0.49816,0.49802
-0.002038,0.0014602,0.00093823,0.99999,-0.0018162,0.0013562,0.0015474,0.99998,-0.0011105,0.0024315,0.0014664,1,1.4499,0.0062362,-0.0080246,0.49809,0.50706,0.49686,0.49791
-0.0018802,0.0016847,0.00095142,1,-0.0020165,0.0027533,0.0014381,0.99999,-0.0014208,0.0038036,0.00056581,1,1.45,0.0055486,-0.011904,0.49994,0.50827,0.49472,0.49711
-0.00058477,0.00069127,-0.00033097,0.99999,-0.0027073,0.0032751,0.0034159,1,-0.0019662,0.0050241,0.0015352,1,1.4499,0.0058363,-0.010638,0.4995,0.50943,0.49519,0.49586
0.0019128,0.0007668,-0.0035471,1,-0.00052149,0.00031745,0.010281,0.99994,0.01405,0.0091934,0.0049791,0.99985,1.4499,0.010583,-0.0079786,0.50684,0.50311,0.50839,0.48124
0.0043514,0.0021324,-0.0072749,1,0.0070265,-0.0075547,0.022687,0.99971,0.046943,0.030626,0.0040883,0.99843,1.4492,0.021234,-0.0098265,0.53116,0.49133,0.52546,0.44778
0.001736,0.0066328,-0.011118,0.99993,0.0098343,-0.025239,0.043738,0.99869,0.070621,0.086242,-0.0020131,0.99376,1.4453,0.044315,-0.022302,0.55796,0.50139,0.5207,0.40769
