-0.00060076,6.4238e-05,-6.8612e-06,1,-0.00029055,-0.00018739,0.00026542,1,0.0001591,-9.9048e-05,0.00044638,0.99998,1.4501,0.00070076,0.00019721,0.49913,0.50061,0.5001,0.50018
-0.00072282,2.8177e-05,3.7622e-05,1,-0.00054366,-0.00029532,0.00049827,1,0.00041605,0.00048,0.00064994,1,1.4501,0.0013533,0.00015353,0.49905,0.50114,0.50008,0.49979
-0.00055268,0.00019775,-0.00043483,1,-0.00061332,0.0005333,0.00014259,0.99998,2.9603e-07,0.0012338,-0.00061375,0.99995,1.45,-0.0013702,-0.0022155,0.50078,0.50109,0.49796,0.50007
8.6612e-06,0.00050264,-0.00092346,1,6.5795e-06,0.0012839,-2.2873e-05,0.99999,0.00058217,0.0019195,-0.0015302,0.99999,1.45,-0.0036034,-0.004806,0.50333,0.50031,0.4972,0.49912
0.0005559,0.00067216,-0.0011134,1,0.00020341,0.0020511,-9.7622e-05,0.99999,0.0004396,0.0025651,-0.002366,0.99995,1.45,-0.0047668,-0.0070099,0.50497,0.50024,0.49615,0.49858
0.001141,0.00086409,-0.0011236,1,0.00055644,0.0025252,-0.00016253,1,0.00073032,0.0033127,-0.0030382,0.99995,1.45,-0.0052921,-0.0088294,0.50666,0.49995,0.49568,0.49762
0.0013252,0.0008635,-0.0011033,1,0.00081263,0.0021996,-0.00016083,1,0.0010534,0.0032324,-0.002339,0.99995,1.45,-0.0048214,-0.0082166,0.50647,0.49972,0.49662,0.49708
0.0009209,0.00072637,-0.0010725,1,0.00049653,0.0021215,-0.00013176,1,0.00049393,0.0029578,-0.0025061,0.99998,1.4501,-0.0047856,-0.00752,0.50567,0.50009,0.4962,0.49805
0.00087577,0.00083955,-0.0013234,1,-0.00010838,0.0025708,-0.00015628,1,3.5549e-05,0.0034221,-0.0031109,0.99998,1.4499,-0.0059127,-0.0088952,0.50604,0.50069,0.49467,0.49851
0.0014183,0.0008826,-0.0013454,1,0.00015317,0.003504,-0.00020241,1,0.00012247,0.0043938,-0.0045549,0.99995,1.45,-0.0068896,-0.011212,0.50822,0.50045,0.49338,0.49784
0.0015865,0.0013895,-0.001986,1,-0.00033312,0.0042274,-0.00019696,0.99999,-0.00012462,0.0064221,-0.0060072,0.99994,1.4498,-0.0095846,-0.015115,0.51058,0.50129,0.49039,0.49751
0.0015863,0.002431,-0.0030625,1,-0.0029173,0.0057174,8.847e-05,0.99997,-0.0030191,0.012176,-0.010337,0.99987,1.4497,-0.014813,-0.024012,0.51448,0.50552,0.48088,0.49858
0.0020626,0.0049489,-0.0048661,1,-0.0078775,0.0099062,0.0012681,0.99992,-0.0085931,0.02598,-0.019841,0.99942,1.4485,-0.023911,-0.0464,0.5244,0.51525,0.46011,0.49789
0.0021893,0.0093287,-0.0076592,0.99995,-0.01363,0.014716,0.0025907,0.99979,-0.010258,0.04226,-0.027852,0.99865,1.446,-0.035046,-0.07654,0.5374,0.52601,0.43821,0.49244
0.0040793,0.017828,-0.012786,0.99976,-0.020535,0.020356,0.0052764,0.99955,-0.011705,0.052984,-0.030459,0.99804,1.442,-0.048055,-0.11655,0.548,0.53786,0.41891,0.48462
0.00747,0.025289,-0.01568,0.99957,-0.024558,0.027921,0.0083072,0.99925,-0.010995,0.066259,-0.032836,0.99717,1.4365,-0.053652,-0.15851,0.56189,0.54905,0.40223,0.4701
0.012143,0.032297,-0.017501,0.99929,-0.026609,0.038239,0.0098632,0.99886,-0.013438,0.077739,-0.039097,0.9961,1.4288,-0.061029,-0.20262,0.5781,0.55725,0.38263,0.45707
0.014656,0.039336,-0.020647,0.99889,-0.031696,0.047232,0.012052,0.99834,-0.013751,0.086185,-0.043098,0.99524,1.4202,-0.070384,-0.24227,0.58945,0.56581,0.36445,0.44677
0.017567,0.049981,-0.026281,0.99826,-0.035817,0.054296,0.014905,0.99779,-0.013132,0.099706,-0.046104,0.99386,1.4078,-0.08517,-0.29112,0.60437,0.57523,0.3426,0.43179
0.02071,0.059962,-0.03102,0.99751,-0.040023,0.063766,0.01925,0.99699,-0.015545,0.11226,-0.048564,0.99236,1.393,-0.095331,-0.34104,0.61643,0.58703,0.31975,0.41614
0.022558,0.068715,-0.034875,0.99679,-0.045336,0.072438,0.024913,0.99605,-0.01851,0.12298,-0.048848,0.99101,1.3785,-0.10047,-0.38456,0.62282,0.60076,0.2996,0.40179
0.024105,0.076785,-0.038646,0.99604,-0.047624,0.07979,0.030563,0.9952,-0.019919,0.13462,-0.048596,0.98946,1.3635,-0.10394,-0.42423,0.6301,0.61207,0.2823,0.38552
0.028708,0.086634,-0.043295,0.9949,-0.048244,0.085949,0.034443,0.99453,-0.018825,0.14108,-0.04809,0.98862,1.3477,-0.11094,-0.46416,0.6403,0.61659,0.26967,0.37022
