-0.00040645,0.0008205,-0.00013414,1.0001,0,0,0,0.99996,0,0,0,0.99996,1.4501,-0.00038998,-0.0023793,0.50022,0.50054,0.49931,0.4999
-0.00085618,0.0029368,-0.00034313,0.99999,-0.00059726,0.0022427,0.00079371,0.99998,0.00046909,0.0026567,0.0025831,0.99996,1.4499,0.0018713,-0.013957,0.5018,0.50589,0.49706,0.49507
-0.0010121,0.0036634,-0.00035972,1,-0.0010483,0.00304,0.00085505,0.99999,-0.00011311,0.0037612,0.002274,0.99997,1.4499,0.0017325,-0.018094,0.50266,0.50768,0.49503,0.49449
-0.00066662,0.0041411,-0.00037935,1,-0.0010738,0.0040738,0.0008486,0.99995,-0.00040841,0.0045776,0.0014322,0.99998,1.4498,0.0011708,-0.021751,0.50426,0.50837,0.49342,0.49373
-0.00051347,0.0047517,-0.00036476,1,-0.0011359,0.0047574,0.00085784,0.99998,-0.0004767,0.0057987,0.0017124,0.99999,1.4498,0.0013856,-0.025421,0.50538,0.50978,0.49234,0.49232
-0.00074833,0.0048676,-0.00034715,1,-0.0016635,0.0050743,0.00082664,0.99996,-0.00091274,0.0063511,0.0032055,0.99994,1.4497,0.0022226,-0.026627,0.50448,0.51157,0.49193,0.49165
-0.0012898,0.0050029,-0.00034999,1,-0.0027528,0.005687,0.00084225,0.99998,-0.001921,0.007082,0.003203,0.99993,1.4497,0.0021818,-0.028512,0.50388,0.51363,0.48987,0.49222
-0.0015345,0.0047217,-0.00036676,1,-0.0034432,0.0056963,0.00086929,0.99998,-0.0029054,0.0075913,0.0032258,0.99996,1.4497,0.0021601,-0.02801,0.50303,0.51473,0.48882,0.49305
-0.0037177,0.0034301,-0.0014834,1,-0.0072906,0.0042428,0.00027858,0.99995,-0.0053911,0.0073448,0.0035335,0.99993,1.4499,-0.0020163,-0.02154,0.49791,0.51676,0.48536,0.49949
-0.006456,0.0022462,-0.0025971,1,-0.011862,0.0027825,-0.00060504,0.99991,-0.012457,0.0057253,0.0041137,0.99988,1.45,-0.0064978,-0.014484,0.48911,0.52092,0.4795,0.50941
-0.0091318,0.00044413,-0.0040632,0.99996,-0.016603,0.0011253,-0.0016945,0.99987,-0.016465,0.0048938,0.0041607,0.99981,1.4499,-0.012452,-0.0056203,0.48222,0.523,0.47457,0.51834
-0.010296,-0.00068411,-0.0053916,0.99995,-0.01883,-0.00036703,-0.0027533,0.99978,-0.019767,0.0032321,0.0041921,0.99977,1.4498,-0.017906,0.0014897,0.4777,0.52282,0.4721,0.52487
-0.01134,-0.0012291,-0.0072538,0.99992,-0.021536,-0.00084201,-0.0037291,0.99975,-0.023,0.0030086,0.0038977,0.99969,1.4498,-0.025044,0.0044399,0.47488,0.52389,0.46758,0.53041
-0.012297,-0.0008301,-0.0093729,0.99993,-0.029962,8.3544e-05,-0.005686,0.99953,-0.031379,0.0048449,0.003448,0.9995,1.4497,-0.034931,0.0015442,0.46906,0.53142,0.4545,0.53954
-0.016804,0.00015635,-0.013153,0.99978,-0.042618,0.0020573,-0.0076001,0.99904,-0.044536,0.0080947,0.0034255,0.99893,1.4491,-0.049621,-0.0045663,0.45792,0.54508,0.43238,0.55326
-0.029238,0.0024516,-0.02014,0.99936,-0.079204,0.0068936,-0.010863,0.99673,-0.074462,0.016565,0.0063236,0.99705,1.4477,-0.075684,-0.017268,0.42234,0.58167,0.37755,0.58357
-0.039051,0.0050178,-0.025776,0.9989,-0.10106,0.01047,-0.012579,0.99472,-0.098503,0.023513,0.0082935,0.99477,1.4462,-0.096289,-0.027648,0.396,0.60587,0.33655,0.60223
