model_name,average_accuracy,average_precision,average_recall,average_f1,average_eer,parameters_used
LogisticRegression,0.97265625,0.9059892799545266,0.8784722222222222,0.8807904892968401,0.12152777777777778,"{'C': 10, 'penalty': 'l2', 'solver': 'lbfgs'}"
