PC1,PC2,PC3,PC4,PC5
14.044138384817922,10.631547637941276,10.091854858699245,-2.702534452094287,-2.1178789184655753
20.376933226731303,10.3706092850194,2.955842399148423,-3.621573564277996,-3.3568229773705953
21.772768790351293,17.816324088072818,6.612503460119014,-1.2514567709775009,-5.463034519126822
20.415499640129433,5.357652668745051,0.9747922510725584,-0.24443271672346567,5.128247922637549
-2.2893691971150534,-9.300336005611394,8.477644497534202,-1.2805245494129631,-2.5475090466718275
-6.243584657319948,0.33808426559886645,24.26395510450429,1.7893999175570086,15.177534628016993
-8.669945739469235,4.6978098914341695,-5.276087864155987,1.3667504013678171,0.7028540632984016
-12.499657307677001,2.507226135262331,-2.076996168296657,2.871483629037711,-2.278384893163703
-13.0445466601251,5.792296508790353,0.5666097945113042,-0.3424560300501771,2.143619396177898
-6.9884779690724015,-0.3234095732384004,6.2277850157138746,-4.474411745514337,0.5772692449077242
-9.675361927810425,1.0288457043643315,1.1871746487869481,-2.890044545296315,-1.212672017486139
-9.576076811784827,-0.08493502020751573,2.6211465296374814,-3.588650994414894,-2.222768829254219
-5.837176112702358,5.3140921332015685,-0.5729298374604068,-3.125626938195483,-0.9175142047506832
-7.411167493555991,8.576045599968037,-3.596391728944713,-0.7176632433417215,-1.4177364680824354
-11.037010787584585,6.140087164546521,-1.599806498943838,1.6068904961482826,-2.551692744241084
-6.053054944411965,10.098014472808662,-7.342405729945901,-1.0607797595556854,3.4975614034471607
-3.0868445056368468,12.495819830725525,4.107832527068756,2.6280969469980784,-0.2537103109312237
-7.0348060996435935,8.67650680409542,0.21406734370582717,0.5797118695728428,0.4128417493164997
-9.774146915578942,1.6651999804347226,7.271086628760681,4.6872914890221375,-0.5670487190692292
-11.069541439706299,-2.0733543830678407,4.7179037747151265,10.065697680040653,-2.237456268173774
-12.360943675076129,-0.3572968123753167,2.793752445055484,7.25265520379569,-3.466805626925161
-8.818445337165327,10.54897344001114,-8.208267312157133,-2.205618407450421,3.4168074506686064
-7.328467384521555,7.653776271543384,-0.08256187647375367,-5.612430600398535,1.435034225778367
-10.58958066701311,6.943775332873173,3.317676234469787,-4.518670656118827,0.7236428679000634
-3.386584243919072,-1.6999395117878084,-1.6848376747790323,-5.258627426643586,2.657808571924829
-4.358709851505102,1.09300224156511,-3.8395350423974817,-5.134094292158439,2.9184162838489427
-2.0673733482070786,0.4274216844273148,-1.4866626538635332,-7.229011669022954,4.686305473823384
-10.537172730367011,4.360093915940238,3.552556015115948,-3.857073821026101,2.27131419253076
-8.017929286716086,-0.03134427054899222,5.760312323130777,-0.5979670823313141,1.3505871317586413
-8.780181591015097,2.0663763332645635,6.350084087119607,-2.256854643398758,3.3363339141481223
6.2347027348230775,15.648650117181857,0.8341380287308251,1.543547653625025,2.6526180237503163
-11.347256286056458,8.908245998032083,1.677594705803892,-0.8939152380185514,1.356465519333279
